id,name,domain,priority,module,status,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
ALG-DAT-001,Bilinear grid resampling,Data Plane,P1,data/reprojection-resampling.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/data/reprojection-resampling.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-030,Data-class cache policy resolution,Backend/Query Plane,P0,backend/cache-policy.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/cache-policy.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-031,Synthetic route acceptance probe,Backend/Operations,P0,backend/synthetic-runtime-probe.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/synthetic-runtime-probe.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-032,Migration destructive-change detector,Backend/Release,P0,backend/migration-compatibility-gate.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/migration-compatibility-gate.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-033,Restore drill manifest verification,Backend/Recovery,P1,backend/restore-drill-verifier.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/restore-drill-verifier.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-034,Query resource budget gate,Backend/Query Plane,P0,backend/query-budget-guard.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/query-budget-guard.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-035,Latest canonical read-model materialization,Backend/Query Plane,P1,backend/read-model-builder.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/read-model-builder.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-036,Cache freshness predicate,Backend/Query Plane,P0,backend/cache-policy.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/cache-policy.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NTF-001,Push token upsert/invalidation lifecycle,Notification/Backend,P0,notification/token-lifecycle.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/notification/token-lifecycle.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NTF-002,Notification consent gate,Notification/Backend,P0,notification/consent-preference.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/notification/consent-preference.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NTF-003,Delivery outcome aggregation,Notification/Backend,P1,notification/delivery-receipt.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/notification/delivery-receipt.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NTF-004,Notification fatigue window/cooldown,Notification/Backend,P1,notification/fatigue.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/notification/fatigue.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NTF-005,Watch trigger hard-gate evaluation,Notification/Backend,P0,notification/watch-trigger.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/notification/watch-trigger.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-020,Incident legal state transition,Operations,P1,ops/incident-state-machine.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/ops/incident-state-machine.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-021,SLO error-budget burn,Operations,P1,ops/slo-error-budget.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/ops/slo-error-budget.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-022,Backend degraded-mode resolution,Operations,P0,ops/degraded-mode.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/ops/degraded-mode.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-REL-001,Deterministic canary assignment,Release,P0,release/feature-flag-canary.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/release/feature-flag-canary.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-REL-002,Safety/entitlement feature decision,Release,P0,release/feature-flag-canary.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/release/feature-flag-canary.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-REL-003,Release mandatory-evidence gate,Release,P0,release/release-evidence-gate.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/release/release-evidence-gate.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-037,Worst-state health aggregation,Backend/Operations,P0,backend/health-aggregation.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/backend/health-aggregation.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-038,Truth-preserving provider failover,Backend/Data Plane,P0,backend/provider-failover-router.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/backend/provider-failover-router.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-039,Fail-soft read-only decision,Backend/Operations,P0,ops/degraded-mode.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v10/ops/degraded-mode.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
