id,name,category,priority,maturity,original_maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
GEO-003,Trench Camera Level 2,Geo/Terrain,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,geo/trench-camera.js,prototype/js/earthus2/v04/geo/trench-camera.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
GEO-004,Underwater Camera Level 3,Geo/Terrain,P2,FUTURE_VISION,FUTURE_VISION,Future,,,LOCKED_FUTURE,KEEP_LOCKED_NO_IMPLEMENTATION_WITHOUT_GAP_GATE,PRESERVE_EXISTING_ID,REQUIRED_P0_PHYSICAL_3D_GAP,IMPLEMENT_UNDERWATER_NOW_AS_PHYSICAL_3D_CAPABILITY; BATHYMETRY_GATED; NOT_FUTURE_ONLY,REAL_BATHYMETRY + UNDERWATER_CAMERA + LIGHT_ATTENUATION + DEVICE_QA
GEO-005,Place Hierarchy Resolver,Geo/Terrain,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,geo/place-hierarchy.js,prototype/js/earthus2/v03/geo/place-hierarchy.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-001,Unified Official Warning Engine,Hazard,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/warning-engine.js,prototype/js/earthus2/v03/hazards/warning-engine.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-002,Hazard Event Graph,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/event-graph.js,prototype/js/earthus2/v03/hazards/event-graph.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-003,Earthquake Depth Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/earthquake-depth.js,prototype/js/earthus2/v03/hazards/earthquake-depth.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-004,Seismic Cluster Context Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/earthquake-depth.js,prototype/js/earthus2/v03/hazards/earthquake-depth.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-005,Tsunami Official Alert Integrator,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/tsunami-alert.js,prototype/js/earthus2/v03/hazards/tsunami-alert.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-006,Tsunami Travel-Time Visualizer,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/tsunami-alert.js,prototype/js/earthus2/v03/hazards/tsunami-alert.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-007,Lightning Cell Tracking Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/lightning-track.js,prototype/js/earthus2/v03/hazards/lightning-track.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-008,Wildfire Hotspot Fusion Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/wildfire-smoke.js,prototype/js/earthus2/v03/hazards/wildfire-smoke.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-009,Smoke Exposure Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/wildfire-smoke.js,prototype/js/earthus2/v03/hazards/wildfire-smoke.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-010,Cyclone Multi-Agency Track Resolver,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/cyclone-resolver.js,prototype/js/earthus2/v03/hazards/cyclone-resolver.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HAZ-011,Cross-Agency Event Fusion Engine,Hazard,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 3,hazards/event-fusion.js,prototype/js/earthus2/v04/hazards/event-fusion.js,FUSION_STATE_ORCHESTRATION,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-001,Spatiotemporal Fusion,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/spatiotemporal-fusion.js,prototype/js/earthus2/v04/human-flow/spatiotemporal-fusion.js,FUSION_STATE_ORCHESTRATION,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-002,Earthus Spatial Cell Registry,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/spatial-cell-registry.js,prototype/js/earthus2/v04/human-flow/spatial-cell-registry.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-003,Density Algorithm,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-004,Trend Algorithm,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-005,Evidence-limited Flow Algorithm,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-006,Baseline Crowd Forecast v0,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-007,Ground Truth Verification,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/forecast-lifecycle.js,prototype/js/earthus2/v02/human-flow/forecast-lifecycle.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-008,Calibration Loop v1,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/forecast-lifecycle.js,prototype/js/earthus2/v02/human-flow/forecast-lifecycle.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-009,Confidence Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,core/confidence.js,prototype/js/earthus2/v02/core/confidence.js,CONFIDENCE_UNCERTAINTY,REUSE/HARDEN_CONFIDENCE; NUMERIC_CONFIDENCE_REQUIRES_CALIBRATION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-010,Anomaly Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-011,Capacity Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-012,Risk Hard-Gate Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/algorithms.js,prototype/js/earthus2/v02/human-flow/algorithms.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-013,Spatial Graph Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/spatial-graph.js,prototype/js/earthus2/v02/human-flow/spatial-graph.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-014,Spatial Digital Twin,Human Flow,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,human-flow/digital-twin.js,prototype/js/earthus2/v04/human-flow/digital-twin.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_FOR_DIGITAL_STATE_BASELINE; DO_NOT_RENAME,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-015,Domain Policy Registry,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,core/domain-policy.js,prototype/js/earthus2/v02/core/domain-policy.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-016,Best Window Engine,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,core/domain-policy.js,prototype/js/earthus2/v02/core/domain-policy.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-017,Watch and Notification Decision,Human Flow,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,human-flow/watch-notification-decision.js,prototype/js/earthus2/v05/human-flow/watch-notification-decision.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HF-018,Human Flow Scenario,Human Flow,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,human-flow/scenario.js,prototype/js/earthus2/v04/human-flow/scenario.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_FOR_SCENARIO_SANDBOX; COUNTERFACTUAL_CONTRACT_IS_OVERLAY_NOT_NEW_ENGINE_ID,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-001,Hydrography Network,Hydrology,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/hydrography-network.js,prototype/js/earthus2/v02/hydrology/hydrography-network.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-002,River Visual Network Adapter,Hydrology,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/river-visual-network.js,prototype/js/earthus2/v04/hydrology/river-visual-network.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-003,Runoff Engine,Hydrology,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-004,River Routing Engine,Hydrology,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-005,Flood/Inundation Scenario,Hydrology,P2,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_FOR_SCENARIO_SANDBOX; COUNTERFACTUAL_CONTRACT_IS_OVERLAY_NOT_NEW_ENGINE_ID,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
HYD-006,Tsunami Bathymetric Propagation,Hydrology,P2,FUTURE_VISION,FUTURE_VISION,Wave 4,,,LOCKED_FUTURE,KEEP_LOCKED_NO_IMPLEMENTATION_WITHOUT_GAP_GATE,PRESERVE_EXISTING_ID,REQUIRED_P1_VALIDATED_SIMULATION_GAP,IMPLEMENT_ONLY_WITH_VALIDATED_BATHYMETRIC_PROPAGATION_SOLVER; OTHERWISE SCENARIO_UNAVAILABLE,VALIDATED_SOLVER + MODEL_VERSION + ASSUMPTIONS + UNCERTAINTY + REAL_DATA
INT-001,Planet State Graph,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/planet-state-graph.js,prototype/js/earthus2/v03/intelligence/planet-state-graph.js,EVENT_REASONING_INTELLIGENCE,REUSE_FOR_DIGITAL_STATE_BASELINE; DO_NOT_RENAME,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-002,Cross-Domain Correlation Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/correlation.js,prototype/js/earthus2/v03/intelligence/correlation.js,EVENT_REASONING_INTELLIGENCE,REUSE_FOR_EVIDENCE_RELATION; CORRELATION/CAUSE_CANDIDATE_MUST_NOT_BE_PROMOTED_TO_PROVEN_CAUSE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-003,Analog Event Retrieval Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/analog-retrieval.js,prototype/js/earthus2/v03/intelligence/analog-retrieval.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-004,Regime Detection Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/regime-detector.js,prototype/js/earthus2/v03/intelligence/regime-detector.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-005,Personal Impact Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/personal-impact.js,prototype/js/earthus2/v03/intelligence/personal-impact.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-006,Route Exposure Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/route-exposure.js,prototype/js/earthus2/v03/intelligence/route-exposure.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
INT-007,Decision Explanation Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/decision-explanation.js,prototype/js/earthus2/v03/intelligence/decision-explanation.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
