id,name,category,priority,maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy
HYD-003,Runoff Engine,Hydrology,P2,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
HYD-004,River Routing Engine,Hydrology,P2,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
HYD-005,Flood/Inundation Scenario,Hydrology,P2,IMPLEMENTED_FOUNDATION,Wave 4,hydrology/runoff-routing.js,prototype/js/earthus2/v02/hydrology/runoff-routing.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_FOR_SCENARIO_SANDBOX; COUNTERFACTUAL_CONTRACT_IS_OVERLAY_NOT_NEW_ENGINE_ID,PRESERVE_EXISTING_ID
HYD-006,Tsunami Bathymetric Propagation,Hydrology,P2,FUTURE_VISION,Wave 4,None,,LOCKED_FUTURE,KEEP_LOCKED_NO_IMPLEMENTATION_WITHOUT_GAP_GATE,PRESERVE_EXISTING_ID
INT-001,Planet State Graph,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/planet-state-graph.js,prototype/js/earthus2/v03/intelligence/planet-state-graph.js,EVENT_REASONING_INTELLIGENCE,REUSE_FOR_DIGITAL_STATE_BASELINE; DO_NOT_RENAME,PRESERVE_EXISTING_ID
INT-002,Cross-Domain Correlation Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/correlation.js,prototype/js/earthus2/v03/intelligence/correlation.js,EVENT_REASONING_INTELLIGENCE,REUSE_FOR_EVIDENCE_RELATION; CORRELATION/CAUSE_CANDIDATE_MUST_NOT_BE_PROMOTED_TO_PROVEN_CAUSE,PRESERVE_EXISTING_ID
INT-003,Analog Event Retrieval Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/analog-retrieval.js,prototype/js/earthus2/v03/intelligence/analog-retrieval.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
INT-004,Regime Detection Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/regime-detector.js,prototype/js/earthus2/v03/intelligence/regime-detector.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
INT-005,Personal Impact Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/personal-impact.js,prototype/js/earthus2/v03/intelligence/personal-impact.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
INT-006,Route Exposure Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/route-exposure.js,prototype/js/earthus2/v03/intelligence/route-exposure.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
INT-007,Decision Explanation Engine,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/decision-explanation.js,prototype/js/earthus2/v03/intelligence/decision-explanation.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
INT-008,Event Story Orchestrator,Intelligence,P1,IMPLEMENTED_FOUNDATION,Wave 4,intelligence/story-orchestrator.js,prototype/js/earthus2/v03/intelligence/story-orchestrator.js,EVENT_REASONING_INTELLIGENCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OCN-001,Ocean State Fusion Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/ocean-state.js,prototype/js/earthus2/v03/ocean/ocean-state.js,FUSION_STATE_ORCHESTRATION,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-002,Surface Current Vector Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/ocean-state.js,prototype/js/earthus2/v03/ocean/ocean-state.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-003,Wave State Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/wave-engine.js,prototype/js/earthus2/v03/ocean/wave-engine.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-004,Swell Arrival Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/swell-arrival.js,prototype/js/earthus2/v03/ocean/swell-arrival.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-005,Tide and Sea-Level Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/tide-sea-level.js,prototype/js/earthus2/v03/ocean/tide-sea-level.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-006,Marine Observation Fusion,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/marine-observation.js,prototype/js/earthus2/v03/ocean/marine-observation.js,FUSION_STATE_ORCHESTRATION,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-007,SST Front and Eddy Feature Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/sst-features.js,prototype/js/earthus2/v03/ocean/sst-features.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OCN-008,Coastal Exposure Engine,Ocean,P1,IMPLEMENTED_FOUNDATION,Wave 3,ocean/coastal-exposure.js,prototype/js/earthus2/v03/ocean/coastal-exposure.js,DOMAIN_ENGINE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-001,Provider Health Engine,Operations/Governance,P0,IMPLEMENTED_FOUNDATION,Wave 1,ops/provider-health.js,prototype/js/earthus2/v02/ops/provider-health.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-002,Circuit Breaker and Backoff,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/provider-health.js,prototype/js/earthus2/v02/ops/provider-health.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-003,Job Dependency DAG,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/job-dag.js,prototype/js/earthus2/v04/ops/job-dag.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-004,Dead Letter Recovery,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/dead-letter-recovery.js,prototype/js/earthus2/v04/ops/dead-letter-recovery.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-005,Freshness SLO Registry,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/freshness-slo.js,prototype/js/earthus2/v04/ops/freshness-slo.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OPS-006,ModelOps Lifecycle,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/modelops.js,prototype/js/earthus2/v02/ops/modelops.js,OPS_GOVERNANCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OPS-007,Champion/Challenger Selector,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/modelops.js,prototype/js/earthus2/v02/ops/modelops.js,OPS_GOVERNANCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OPS-008,Country Data Passport Compiler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/readiness-compiler.js,prototype/js/earthus2/v02/ops/readiness-compiler.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-009,Observation Gap Lens,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/observation-gap.js,prototype/js/earthus2/v02/ops/observation-gap.js,OPS_GOVERNANCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OPS-010,Cost Observability,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/cost-observability.js,prototype/js/earthus2/v02/ops/cost-observability.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-011,Cost-to-Value Scheduler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/cost-observability.js,prototype/js/earthus2/v02/ops/cost-observability.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-012,Rollback Engine,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/rollback-engine.js,prototype/js/earthus2/v04/ops/rollback-engine.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-013,Performance and Thermal Lab,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/performance-lab.js,prototype/js/earthus2/v04/ops/performance-lab.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-014,Regional Standards and Localization,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,core/localization.js,prototype/js/earthus2/v02/core/localization.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-015,Platform Delivery Capability Gate,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,core/platform-capability.js,prototype/js/earthus2/v02/core/platform-capability.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-016,Source Governance and Paid Use,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,ops/source-governance-paid-use.js,prototype/js/earthus2/v05/ops/source-governance-paid-use.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-017,Fail-Soft Scene Profile Compiler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,core/fail-soft-scene.js,prototype/js/earthus2/v02/core/fail-soft-scene.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-018,Trust Ledger Drill-down,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,core/trust-ledger.js,prototype/js/earthus2/v02/core/trust-ledger.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
OPS-019,Engine Reuse Enforcement Gate,Operations/Governance,P0,IMPLEMENTED_FOUNDATION,Wave 0,ops/engine-reuse-enforcer.js,prototype/js/earthus2/v04/ops/engine-reuse-enforcer.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-001,Entitlement Engine,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,paid/entitlement.js,prototype/js/earthus2/v02/paid/entitlement.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-002,Intelligence Panel Orchestrator,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,paid/intelligence-orchestrator.js,prototype/js/earthus2/v02/paid/intelligence-orchestrator.js,DELIVERY_BUSINESS,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
PAY-003,Usage Metering,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/usage-metering.js,prototype/js/earthus2/v02/paid/usage-metering.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-004,Quota Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/usage-metering.js,prototype/js/earthus2/v02/paid/usage-metering.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-005,Personal Context Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/personal-context.js,prototype/js/earthus2/v04/paid/personal-context.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-006,Comparison Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/comparison.js,prototype/js/earthus2/v04/paid/comparison.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
PAY-007,Scenario Engine,Paid/Business,P2,IMPLEMENTED_FOUNDATION,Wave 4,paid/scenario.js,prototype/js/earthus2/v04/paid/scenario.js,SCENARIO_COUNTERFACTUAL_SUPPORT,REUSE_FOR_SCENARIO_SANDBOX; COUNTERFACTUAL_CONTRACT_IS_OVERLAY_NOT_NEW_ENGINE_ID,PRESERVE_EXISTING_ID
PAY-008,Report and API Engine,Paid/Business,P2,IMPLEMENTED_FOUNDATION,Wave 4,paid/report-api-engine.js,prototype/js/earthus2/v05/paid/report-api-engine.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-009,Country Unlock Ledger,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/country-unlock.js,prototype/js/earthus2/v02/paid/country-unlock.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-010,Commercial Rights Gate,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,paid/rights-gate.js,prototype/js/earthus2/v02/paid/rights-gate.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-011,Subscription State Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/subscription-state.js,prototype/js/earthus2/v04/paid/subscription-state.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-012,Premium Cache Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,paid/premium-cache.js,prototype/js/earthus2/v04/paid/premium-cache.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PAY-013,Offline Trip Pack,Paid/Business,VNEXT,IMPLEMENTED_FOUNDATION,Wave 4,paid/offline-trip-pack.js,prototype/js/earthus2/v02/paid/offline-trip-pack.js,DELIVERY_BUSINESS,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
QA-001,Engine Contract Harness,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 1,qa/contract-harness.js,prototype/js/earthus2/v03/qa/contract-harness.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
QA-002,Fault Injection Engine,Quality,P1,IMPLEMENTED_FOUNDATION,Wave 1,qa/fault-injection.js,prototype/js/earthus2/v03/qa/fault-injection.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
QA-003,Replay Regression Engine,Quality,P1,IMPLEMENTED_FOUNDATION,Wave 1,qa/replay-regression.js,prototype/js/earthus2/v03/qa/replay-regression.js,OPS_GOVERNANCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
QA-004,Launch Gate Compiler,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 1,qa/launch-gate.js,prototype/js/earthus2/v03/qa/launch-gate.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
QA-005,Completion Evidence Compiler,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 0,qa/completion-evidence.js,prototype/js/earthus2/v04/qa/completion-evidence.js,OPS_GOVERNANCE,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID
SEC-001,Secret Redaction Middleware,Security,P0,IMPLEMENTED_FOUNDATION,Wave 1,security/redaction.js,prototype/js/earthus2/v03/security/redaction.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
SEC-002,Public Endpoint Abuse Guard,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,security/abuse-guard.js,prototype/js/earthus2/v03/security/abuse-guard.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
SEC-003,Privacy Minimization Engine,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,security/privacy-minimization.js,prototype/js/earthus2/v03/security/privacy-minimization.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
SEC-004,Access Audit Ledger,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,security/audit-ledger.js,prototype/js/earthus2/v03/security/audit-ledger.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
SPC-001,Earthus-Aetherus Space Event Bridge,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,space/space-event-bridge.js,prototype/js/earthus2/v03/space/space-event-bridge.js,EARTH_SPACE_BRIDGE,RETAIN_EARTHUS_AETHERUS_BRIDGE; PRESERVE_SPACE_UNCERTAINTY/SCREENING_LABELS,PRESERVE_EXISTING_ID
SPC-002,Launch Event Lifecycle Engine,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,space/launch-event.js,prototype/js/earthus2/v03/space/launch-event.js,EARTH_SPACE_BRIDGE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
SPC-003,Celestial Local Context Engine,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,space/celestial-context.js,prototype/js/earthus2/v03/space/celestial-context.js,EARTH_SPACE_BRIDGE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-001,Archive Packager,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/archive-packager.js,prototype/js/earthus2/v04/storage/archive-packager.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-002,NAS Archive Agent,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/nas-archive-agent.js,prototype/js/earthus2/v04/storage/nas-archive-agent.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-003,Archive State Machine,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/archive-state-machine.js,prototype/js/earthus2/v02/storage/archive-state-machine.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-004,Archive Verification and Deletion Gate,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/archive-verification.js,prototype/js/earthus2/v02/storage/archive-verification.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-005,Archive Catalog,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/archive-catalog.js,prototype/js/earthus2/v04/storage/archive-catalog.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-006,Restore Engine,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/restore-planner.js,prototype/js/earthus2/v02/storage/restore-planner.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-007,Retention and Storage Governor,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/archive-verification.js,prototype/js/earthus2/v02/storage/archive-verification.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-008,Delta Cloud Keyframe Pack,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/delta-pack.js,prototype/js/earthus2/v02/storage/delta-pack.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-009,Event Capsule Builder,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,storage/event-capsule.js,prototype/js/earthus2/v02/storage/event-capsule.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
STO-010,Replay Rehydration Engine,Storage/Archive,P2,IMPLEMENTED_FOUNDATION,Wave 3,storage/replay-rehydration.js,prototype/js/earthus2/v02/storage/replay-rehydration.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-001,DATA TOWER,Visual,P0,IMPLEMENTED_FOUNDATION,Wave 1,visual/tower-runtime-v2.js,prototype/js/earthus2/v05/visual/tower-runtime-v2.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-002,DATA RELIEF,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,geo/terrain-data-morph.js,prototype/js/earthus2/v02/geo/terrain-data-morph.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-003,DATA FIELD,Visual,P0,REUSE_WITH_ADAPTER,Wave 1,visual/visual-manifest.js,prototype/js/earthus2/v02/visual/visual-manifest.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-004,DATA FLOW,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,visual/flow.js,prototype/js/earthus2/v02/visual/flow.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-005,DATA NETWORK,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,human-flow/spatial-graph.js,prototype/js/earthus2/v02/human-flow/spatial-graph.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
VIS-006,DATA VOLUME,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,visual/volume.js,prototype/js/earthus2/v02/visual/volume.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
