id,name,category,priority,maturity,phase,existingBasis,action,dependencies,module,definitionOfDone
OPS-007,Champion/Challenger Selector,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Select by region/horizon skill plus calibration,OPS-006,ops/modelops.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-008,Country Data Passport Compiler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Compile data/license/visual/performance/QA readiness,FND-014;PAY-010,ops/readiness-compiler.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-009,Observation Gap Lens,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,coverage layer exists,Show what is observed vs model-dependent,FND-006,ops/observation-gap.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-010,Cost Observability,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,Cloud cost metrics unverified,Estimate storage/egress/request/compute cost,FND-012,ops/cost-observability.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-011,Cost-to-Value Scheduler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Downsample/defer low-value high-cost jobs while preserving safety,OPS-010,ops/cost-observability.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-012,Rollback Engine,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,Scoped deployment scripts exist,Versioned /v2 rollback for app/data/model,OPS-003;OPS-006,ops/rollback-engine.js,Rollback is blocked without verified artifact or with irreversible migration
OPS-013,Performance and Thermal Lab,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,Contract tests exist; real devices unknown,Automated 30-cycle/context-loss/30-minute playback evidence,FND-002;FND-008,ops/performance-lab.js,FPS/frame/memory/thermal acceptance metrics are compiled from runtime samples
OPS-014,Regional Standards and Localization,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,Country-specific formatting is feature-specific,KR/JP/US/GB unit/time/AQI/warning terminology,FND-006,core/localization.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-015,Platform Delivery Capability Gate,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,Current product is PWA; no native projects found,PWA/wrapper/native/geofence/Vision Pro capability plan,FND-001,core/platform-capability.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-016,Source Governance and Paid Use,Operations/Governance,P1,HARDEN,Wave 3,v8 rights registry/private shadow exists,Enforce source rights at display/derivative/export/API boundaries,PAY-010;FND-005,,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-017,Fail-Soft Scene Profile Compiler,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Downgrade unavailable or thermally unsafe scenes without fabricating replacement data,FND-008;FND-009;FND-010,core/fail-soft-scene.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-018,Trust Ledger Drill-down,Operations/Governance,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Expose supporting and counter evidence for each derived output or narrative claim,FND-003;FND-006,core/trust-ledger.js,Status is evidence-based; code existence is not promoted to production-active without runtime proof
OPS-019,Engine Reuse Enforcement Gate,Operations/Governance,P0,IMPLEMENTED_FOUNDATION,Wave 0,Reuse matrix exists as documentation but no executable new-engine gate exists,Block NEW engine proposals when catalog/repository reuse candidates exist or Gap Evidence is incomplete,,ops/engine-reuse-enforcer.js,"Every NEW engine has catalog search, repository search and capability-gap evidence before implementation"
PAY-001,Entitlement Engine,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,Plans/orders and v8 boundary exist,Server-enforced allow/preview/deny with safety-free exception,FND-016,paid/entitlement.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-002,Intelligence Panel Orchestrator,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,No shared paid panel,Build NOW/WHY/NEXT/FOR ME/COMPARE/SCENARIO/EVIDENCE payload,PAY-001,paid/intelligence-orchestrator.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-003,Usage Metering,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,No common usage ledger,Meter restore/report/model/Scenario usage,PAY-001,paid/usage-metering.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-004,Quota Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,No quota service,Enforce plan/feature/period limits,PAY-003,paid/usage-metering.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-005,Personal Context Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,Saved places/watch partial,"Resolve schedule, place, activity, route with minimal collection",PAY-002,paid/personal-context.js,Only explicitly allowed context fields survive consent-aware minimization
PAY-006,Comparison Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,No common normalizer,Compare location/time/model/baseline with resolution disclosure,FND-006;PAY-002,paid/comparison.js,Cross-item comparison blocks semantic/unit mismatch and exposes resolution mismatch
PAY-007,Scenario Engine,Paid/Business,P2,IMPLEMENTED_FOUNDATION,Wave 4,No common scenario runtime,Isolated what-if runs with quotas and audit log,PAY-003;HF-018,paid/scenario.js,"Scenario execution requires Control/Business, quota and zero LIVE mutation"
PAY-008,Report and API Engine,Paid/Business,P2,HARDEN,Wave 4,Research report functions have deploy drift,Evidence-linked export and API quotas,PAY-003;FND-005,,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-009,Country Unlock Ledger,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,New product idea,"Supporter ledger, readiness and open gates",PAY-001;OPS-008,paid/country-unlock.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-010,Commercial Rights Gate,Paid/Business,P0,IMPLEMENTED_FOUNDATION,Wave 1,Rights are distributed per source,Block display/cache/derivative/export/resale by source rights,FND-005,paid/rights-gate.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
PAY-011,Subscription State Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,Checkout/payment functions exist but sales closed,Trial/grace/renewal/expiry/refund entitlement lifecycle,PAY-001,paid/subscription-state.js,Subscription state transitions are explicit and invalid transitions fail closed
PAY-012,Premium Cache Engine,Paid/Business,P1,IMPLEMENTED_FOUNDATION,Wave 4,No shared premium result cache,Reuse identical WHY/NEXT/COMPARE calculations,PAY-002;FND-012,paid/premium-cache.js,Premium analysis cache uses version/context-bound keys and TTL
PAY-013,Offline Trip Pack,Paid/Business,VNEXT,IMPLEMENTED_FOUNDATION,Wave 4,New v0.2 proposal,"Pre-cache official weather, POIs, safety and itinerary for selected trip",PAY-005;PAY-010,paid/offline-trip-pack.js,"Official safety stays free; paid value comes from analysis, comparison, personalization and action"
QA-001,Engine Contract Harness,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 1,Many contract tests already exist,Common async test harness for engine contracts,FND-007,qa/contract-harness.js,Every new engine has deterministic contract tests
QA-002,Fault Injection Engine,Quality,P1,IMPLEMENTED_FOUNDATION,Wave 1,Provider failure paths need systematic proof,Inject timeout/stale/schema drift/missing/partial fixtures,OPS-002;DAT-001,qa/fault-injection.js,Fail-soft behavior can be reproduced without production outage
QA-003,Replay Regression Engine,Quality,P1,IMPLEMENTED_FOUNDATION,Wave 1,Archive/replay planned,Compare canonical replay outputs with tolerances,STO-010;DAT-007,qa/replay-regression.js,Processor upgrade cannot silently alter historical truth
QA-004,Launch Gate Compiler,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 1,Many separate DoD gates exist,Compile required PASS/FAIL/UNKNOWN into one release state,QA-001,qa/launch-gate.js,UNKNOWN required evidence blocks completion claim
QA-005,Completion Evidence Compiler,Quality,P0,IMPLEMENTED_FOUNDATION,Wave 0,Tests and launch gates exist but code existence can still be mistaken for completion,"Compile mandatory actual-data, runtime, browser/device, screenshot, performance, dispose, regression and reuse evidence",QA-001;OPS-013,qa/completion-evidence.js,Feature cannot be DONE from files/interfaces/tests alone without runtime acceptance evidence
SEC-001,Secret Redaction Middleware,Security,P0,IMPLEMENTED_FOUNDATION,Wave 1,Audit found query/path key exposure risk,Redact known secret parameters and runtime secret fragments,FND-005,security/redaction.js,Secrets do not appear in logs/errors/telemetry
SEC-002,Public Endpoint Abuse Guard,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,Audit found Auth NONE function URLs,Token-bucket foundation for public cost surfaces,OPS-010,security/abuse-guard.js,Abuse protection does not block official safety reads globally
SEC-003,Privacy Minimization Engine,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,Watch/location data exist; native app not yet fixed,Allowlist telemetry/profile fields; precise location opt-in only,PAY-005,security/privacy-minimization.js,Precise movement not stored by default
SEC-004,Access Audit Ledger,Security,P1,IMPLEMENTED_FOUNDATION,Wave 1,Supabase access audit exists partially,Canonical audit decision record for premium/admin/restore actions,PAY-001,security/audit-ledger.js,Sensitive actions leave reasoned audit records
SPC-001,Earthus-Aetherus Space Event Bridge,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,Aetherus is a separate Three.js/runtime boundary,Handoff launch/satellite event references without merging ownership,FND-009,space/space-event-bridge.js,Earthus and Aetherus runtime ownership remains separate
SPC-002,Launch Event Lifecycle Engine,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,Launch Library/event concepts exist,Schedule/countdown/hold/ascent/success/failure/satellite handoff state machine,SPC-001;VIS-008,space/launch-event.js,No trajectory progress without telemetry/evidence
SPC-003,Celestial Local Context Engine,Space,P2,IMPLEMENTED_FOUNDATION,Wave 4,Local sky/AR concept exists,Combine provided ephemeris altitude and cloud context for visibility state,CLD-005,space/celestial-context.js,Not a photometric guarantee and no ephemeris invented
STO-001,Archive Packager,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,S3 archive patterns exist,Create Zarr/Parquet/JSON/tar.zst day-region package,FND-012;CLD-005,storage/archive-packager.js,Archive package plan carries schema/processor/time/record/checksum contracts
STO-002,NAS Archive Agent,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,No NAS agent,"Outbound pull, resume, least privilege and capacity reporting",STO-001,storage/nas-archive-agent.js,NAS outbound-pull state machine supports retry/resume without LIVE service dependency
STO-003,Archive State Machine,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,No common state machine,Safe HOT-to-COLD and restore transitions,STO-001,storage/archive-state-machine.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-004,Archive Verification and Deletion Gate,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,No NAS verification gate,Checksum/count/size/snapshot/grace/shadow proof,STO-003,storage/archive-verification.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-005,Archive Catalog,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,No online NAS catalog,Index region/time/resolution/source/path/restore state,STO-003;FND-012,storage/archive-catalog.js,Online archive catalog finds assets by dataset/region/time and records restores
STO-006,Restore Engine,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,No restore orchestration,NAS -> temporary S3 -> CloudFront only,STO-005;PAY-003,storage/restore-planner.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-007,Retention and Storage Governor,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,Handler-specific retention,"72h hot, pressure tiers, event exceptions and shadow period",STO-004,storage/archive-verification.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-008,Delta Cloud Keyframe Pack,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Store keyframes plus deltas to reduce cloud archive growth,CLD-005;STO-001,storage/delta-pack.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-009,Event Capsule Builder,Storage/Archive,P1,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Preserve high-value typhoon/heavy-rain/error cases as replay packages,STO-001,storage/event-capsule.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
STO-010,Replay Rehydration Engine,Storage/Archive,P2,IMPLEMENTED_FOUNDATION,Wave 3,New v0.2 proposal,Reconstruct service tiles from canonical archive version,STO-005;STO-006,storage/replay-rehydration.js,NAS is never a LIVE dependency and S3 deletion cannot occur before verified shadow test
VIS-001,DATA TOWER,Visual,P0,REFACTOR,Wave 1,prototype tourism radial cylinders,Use real cells when available; preserve aggregate truth otherwise,FND-010,visual/tower.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-002,DATA RELIEF,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,v8 human-relief.js,Add terrain/data morph and country clipping,GEO-001,geo/terrain-data-morph.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-003,DATA FIELD,Visual,P0,REUSE_WITH_ADAPTER,Wave 1,Existing weather/ocean canvas grids,"Standardize scalar field, legend and time interpolation",FND-011,visual/visual-manifest.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-004,DATA FLOW,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,v8 shared-flow.js and wind renderer,Use proven U/V vectors and visible-tile advection,FND-011,visual/flow.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-005,DATA NETWORK,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Feature-specific line layers only,"Shared node/line renderer contract for rivers, roads and networks",FND-011,human-flow/spatial-graph.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-006,DATA VOLUME,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Current clouds are imagery,Three-shell/mobile and bounded half-volume/desktop policy,FND-002,visual/volume.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-007,DATA PULSE,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,Quake/lightning/event entities,Unify observed/forecast/simulation pulse semantics,FND-011,visual/semantic-linter.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-008,DATA TRACK,Visual,P1,REUSE_WITH_ADAPTER,Wave 1,Cyclone/orbit/motion controllers,Unify past/current/forecast/scenario paths,FND-011,adapters/v8-compat.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-009,DATA BEACON,Visual,P0,REUSE_WITH_ADAPTER,Wave 1,POI/station/buoy points and clustering,Minimal point/ring/cluster renderer with label caps,FND-011,visual/visual-manifest.js,"Engine follows common runtime, evidence, LOD and disposal contract"
VIS-010,Visual Material Grammar Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Neo-Minimal style rules exist,Map domain/evidence/scene/thermal to material semantics,FND-011;FND-010,visual/material-grammar.js,Risk styling reserved and scenario styling distinct
VIS-011,Color and Accessibility Semantics,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Color is used across layers,Add pattern/symbol/text cue so color is never sole state carrier,VIS-010,visual/color-accessibility.js,Accessible state remains understandable without color
VIS-012,Label and Annotation Budget Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,5-8 label rule exists,Prioritize safety/selection/primary labels under device budget,FND-009,visual/label-budget.js,Safety labels are never evicted by decorative labels
VIS-013,Picking and Inspection Engine,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Cesium layers have ad-hoc click handlers,Return common pick envelope with value/time/evidence/provenance,FND-011,visual/picking-inspection.js,Picked value can always reveal source and time
VIS-014,Focus Transition and Camera Choreography,Visual,P1,IMPLEMENTED_FOUNDATION,Wave 1,Country focus camera design exists,Bounded smooth transitions with reduced-motion support,FND-014,visual/camera-choreography.js,Camera motion never hides context or causes infinite animation
WX-001,Weather Detail Information Architecture,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Weather Card v7 exists,Current -> Brief -> hourly -> 10-day -> radar/precip -> details,FND-016,weather/weather-detail-ia.js,Weather detail order is fixed and deep analysis is preview-gated for free users
WX-002,Weather Spatiotemporal Fusion,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,KMA/global feeds independent,Canonical location/time/unit/altitude/evidence snapshot,FND-006;HF-001,weather/weather-spatiotemporal-fusion.js,Weather signals align by time while official/model/Earthus truth classes remain separated
WX-003,Observation Quality and Provenance,Weather,P1,HARDEN,Wave 2,KMA/AirKorea freshness exists separately,Shared station/radar/satellite/model QC,FND-005;WX-002,,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-004,Multi-Model Ensemble,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Several model adapters exist,"Normalize members, skill weights, spread and agreement",WX-002,weather/ensemble.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-005,Local Bias Correction,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,No canonical bias service,"Correct by location, variable, lead and regime",WX-004;HF-007,weather/ensemble.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-006,Radar/Satellite Nowcast,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Radar/satellite/lightning inputs exist,Advection + growth/decay + NWP blend,WX-002;VIS-004,weather/nowcast.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-007,Weather Event Detector,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Warnings/events feature-specific,"Detect fronts, convergence and rapid cooling as evidence",WX-006,weather/weather-event-detector.js,Detector emits evidence candidates and never self-declares official warnings
WX-008,Moisture Source Attribution,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,TPW/SST/wind exist,Trajectory/flux/ascent multi-signal contribution,WX-002,weather/moisture-attribution.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-009,SST Anomaly Support,Weather,P1,REUSE_WITH_ADAPTER,Wave 2,OISST/SST anomaly layer exists,Feed support evidence without claiming SST alone caused rain,WX-008,weather/moisture-attribution.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-010,Cyclone Remnant Interaction,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Official cyclone tracks exist,Track remnant moisture/front/jet interactions,WX-008,weather/cyclone-remnant-interaction.js,Remnant interaction requires multiple moisture/ascent/front/jet signals before causal language
WX-011,Forecast Gap Scanner,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,No divergence service,Official forecast vs persistent calibrated consensus,WX-004;WX-005,weather/forecast-gap.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-012,Evidence Graph,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,No claim-level graph,Store supporting/counter evidence and expiry,WX-003,weather/evidence-graph.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-013,Weather Claim Gate,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,No sentence-level gate,Block unsupported causal or numerical claims,WX-012,weather/evidence-graph.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-014,Weather Narrative Composer,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Weather Brief slot exists,Compose KMA-labelled summary and Earthus-labelled analysis,WX-013;WX-001,weather/narrative.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-015,Weather Action Intelligence,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Watch/push foundations exist,Translate weather to schedule/activity impacts,WX-014;HF-015,weather/weather-action-intelligence.js,Official gates exclude windows before recommendation scoring
WX-016,Precipitation State Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Radar/gauge/model exist separately,Keep precipitation separate from cloud and fuse observed sources,WX-002,weather/precipitation.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-017,Precipitation Nowcast,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,No common precipitation nowcast,Use scalar advection and growth/decay foundation,WX-006;WX-016,weather/nowcast.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-018,Rain/Snow Phase Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Phase is source-specific,Wet-bulb and layer-aware phase foundation,WX-002,weather/precipitation.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-019,Rain Curtain Renderer,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Radar is 2D imagery,Device-aware curtain plus near particles only when justified,WX-016;VIS-006,weather/precipitation.js,Official KMA output and Earthus analysis are labelled separately and calibrated before public probabilities
WX-020,Weather Ground Truth and ModelOps,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 2,Forecast boundary exists; outputs not released,Store run/valid/actual by region and horizon,HF-007;OPS-006,weather/weather-modelops.js,Weather forecasts produce ground-truth metrics and promotion requires calibration/rollback evidence
WX-021,Forecast Scenario Cluster Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 3,Multi-model/ensemble members exist but user-facing scenario compression is missing,Cluster ensemble members into deterministic representative scenarios with member probability,WX-004,weather/forecast-scenario-cluster.js,Scenario clusters preserve member identities and never present cluster probability as official forecast probability
WX-022,Forecast Reconciliation Engine,Weather,P1,IMPLEMENTED_FOUNDATION,Wave 3,"Official forecast, ensemble and Forecast Gap exist separately",Keep official baseline primary while exposing calibrated persistent divergence as Earthus Early Signal,WX-004;WX-011,weather/forecast-reconciliation.js,Official forecast is never overwritten; Early Signal requires persistence and calibration qualification
